Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Brand
SATURN SL,1.9,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,small car,2,25,36,29,8,no,SATURN
SATURN SL,1.9,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,small car,0,22,32,26,8,no,SATURN
SATURN SL,1.9,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,small car,0,23,34,27,8,no,SATURN
SATURN SL,1.9,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,small car,0,23,34,27,8,no,SATURN
SATURN SL,1.9,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,small car,0,25,36,29,8,no,SATURN
SATURN SW,1.9,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,station wagon,2,22,32,26,8,no,SATURN
SATURN SW,1.9,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,station wagon,2,23,33,27,8,no,SATURN
SATURN SW,1.9,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,station wagon,2,23,34,27,8,no,SATURN
SATURN SW,1.9,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,station wagon,0,22,32,26,8,no,SATURN
SATURN SW,1.9,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,station wagon,0,23,33,27,8,no,SATURN
SATURN SW,1.9,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,station wagon,0,23,34,27,8,no,SATURN
SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YFJXV02.5JEH,SUV,2,19,25,21,6,no,SUBARU
SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YFJXV02.5JEH,SUV,2,19,25,21,6,no,SUBARU
SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YFJXV02.5JEH,small car,2,18,25,21,6,no,SUBARU
SUBARU Impreza,2.5,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YFJXV02.5JEH,small car,2,20,26,22,6,no,SUBARU
SUBARU Legacy,2.5,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YFJXV02.5JEH,small car,2,19,25,21,6,no,SUBARU
SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YFJXV02.5JEH,small car,2,19,25,21,6,no,SUBARU
SUBARU Legacy Wagon,2.5,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YFJXV02.5JEH,station wagon,2,19,25,21,6,no,SUBARU
SUBARU Legacy Wagon,2.5,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YFJXV02.5JEH,station wagon,2,19,25,21,6,no,SUBARU
SUZUKI Esteem,1.8,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSKXV1.84LHS,small car,2,23,30,26,8,no,SUZUKI
SUZUKI Esteem,1.8,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSKXV1.84LHS,small car,2,24,32,27,8,no,SUZUKI
SUZUKI Esteem,1.6,4,Auto-L4,2WD,Gasoline,CA,TLEV,TLEV,YSKXV1.59TNS,small car,1,24,31,26,8,no,SUZUKI
SUZUKI Esteem,1.6,4,Man-5,2WD,Gasoline,CA,TLEV,TLEV,YSKXV1.59TNS,small car,1,26,33,29,8,no,SUZUKI
SUZUKI Esteem,1.6,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YSKXV1.59TNS,small car,0,24,31,26,8,no,SUZUKI
SUZUKI Esteem,1.6,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YSKXV1.59TNS,small car,0,26,33,29,8,no,SUZUKI
SUZUKI Esteem Wagon,1.8,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSKXV1.84LHS,station wagon,2,23,30,26,8,no,SUZUKI
SUZUKI Esteem Wagon,1.8,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSKXV1.84LHS,station wagon,2,24,31,26,8,no,SUZUKI
SUZUKI Esteem Wagon,1.6,4,Auto-L4,2WD,Gasoline,CA,TLEV,TLEV,YSKXV1.59TNS,station wagon,1,23,30,25,7,no,SUZUKI
SUZUKI Esteem Wagon,1.6,4,Man-5,2WD,Gasoline,CA,TLEV,TLEV,YSKXV1.59TNS,station wagon,1,25,33,28,8,no,SUZUKI
SUZUKI Esteem Wagon,1.6,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YSKXV1.59TNS,station wagon,0,23,30,25,7,no,SUZUKI
SUZUKI Esteem Wagon,1.6,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YSKXV1.59TNS,station wagon,0,25,33,28,8,no,SUZUKI
SUZUKI Grand Vitara,2.5,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSKXT2.49LHA,SUV,2,17,19,18,5,no,SUZUKI
SUZUKI Grand Vitara,2.5,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YSKXT2.49LHA,SUV,2,17,20,18,5,no,SUZUKI
SUZUKI Grand Vitara,2.5,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YSKXT2.49LHA,SUV,2,16,19,17,4,no,SUZUKI
SUZUKI Grand Vitara,2.5,6,Man-5,4WD,Gasoline,CL,LEV,LEV,YSKXT2.49LHA,SUV,2,17,20,18,5,no,SUZUKI
SUZUKI Swift,1.3,4,Auto-3,2WD,Gasoline,CL,LEV,LEV,YSKXV1.30LNA,small car,2,26,31,28,8,no,SUZUKI
SUZUKI Swift,1.3,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSKXV1.30LNA,small car,2,31,38,34,9,no,SUZUKI
SUZUKI Swift,1.3,4,Auto-3,2WD,Gasoline,FA,T1,TIER 1,YSKXV1.30CNA,small car,0,26,31,28,8,no,SUZUKI
SUZUKI Swift,1.3,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YSKXV1.30CNA,small car,0,31,38,34,9,no,SUZUKI
SUZUKI Vitara,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSKXT2.00LMA,SUV,2,19,23,21,6,no,SUZUKI
SUZUKI Vitara,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSKXT2.00LMA,SUV,2,20,23,21,6,no,SUZUKI
SUZUKI Vitara,2,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YSKXT2.00LMA,SUV,2,19,23,21,6,no,SUZUKI
SUZUKI Vitara,2,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YSKXT2.00LMA,SUV,2,20,23,21,6,no,SUZUKI
SUZUKI Vitara,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YSKXT2.00CMA,SUV,0,19,23,21,6,no,SUZUKI
SUZUKI Vitara,2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YSKXT2.00CMA,SUV,0,20,23,21,6,no,SUZUKI
SUZUKI Vitara,2,4,Man-5,4WD,Gasoline,FA,T1,TIER 1,YSKXT2.00CMA,SUV,0,19,23,21,6,no,SUZUKI
SUZUKI Vitara,2,4,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YSKXT2.00CMA,SUV,0,20,23,21,6,no,SUZUKI
SUZUKI Vitara Convertible,1.6,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSKXT1.59LMA,SUV,2,22,25,23,7,no,SUZUKI
SUZUKI Vitara Convertible,1.6,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSKXT1.59LMA,SUV,2,22,26,24,7,no,SUZUKI
SUZUKI Vitara Convertible,1.6,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YSKXT1.59LMA,SUV,2,21,24,22,6,no,SUZUKI
SUZUKI Vitara Convertible,1.6,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YSKXT1.59LMA,SUV,2,22,25,23,7,no,SUZUKI
SUZUKI Vitara Convertible,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSKXT2.00LMA,SUV,2,20,22,21,6,no,SUZUKI
SUZUKI Vitara Convertible,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSKXT2.00LMA,SUV,2,20,23,21,6,no,SUZUKI
SUZUKI Vitara Convertible,2,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YSKXT2.00LMA,SUV,2,20,22,21,6,no,SUZUKI
SUZUKI Vitara Convertible,2,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YSKXT2.00LMA,SUV,2,20,23,21,6,no,SUZUKI
SUZUKI Vitara Convertible,1.6,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YSKXT1.59CMC,SUV,0,22,25,23,7,no,SUZUKI
SUZUKI Vitara Convertible,1.6,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YSKXT1.59CMC,SUV,0,22,26,24,7,no,SUZUKI
SUZUKI Vitara Convertible,1.6,4,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YSKXT1.59CMC,SUV,0,21,24,22,6,no,SUZUKI
SUZUKI Vitara Convertible,1.6,4,Man-5,4WD,Gasoline,FA,T1,TIER 1,YSKXT1.59CMC,SUV,0,22,25,23,7,no,SUZUKI
SUZUKI Vitara Convertible,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YSKXT2.00CMA,SUV,0,20,22,21,6,no,SUZUKI
SUZUKI Vitara Convertible,2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YSKXT2.00CMA,SUV,0,20,23,21,6,no,SUZUKI
SUZUKI Vitara Convertible,2,4,Man-5,4WD,Gasoline,FA,T1,TIER 1,YSKXT2.00CMA,SUV,0,20,22,21,6,no,SUZUKI
SUZUKI Vitara Convertible,2,4,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YSKXT2.00CMA,SUV,0,20,23,21,6,no,SUZUKI
TOYOTA 4Runner,2.7,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YTYXT02.7FFR,SUV,1,16,21,18,5,no,TOYOTA
TOYOTA 4Runner,2.7,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXT02.7FFR,SUV,1,17,22,19,5,no,TOYOTA
TOYOTA 4Runner,2.7,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YTYXT02.7FFR,SUV,1,15,19,17,4,no,TOYOTA
TOYOTA 4Runner,2.7,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YTYXT02.7FFR,SUV,1,17,20,18,5,no,TOYOTA
TOYOTA 4Runner,3.4,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFR,SUV,1,16,19,17,4,no,TOYOTA
TOYOTA 4Runner,3.4,6,Man-5,4WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFR,SUV,1,15,18,16,4,no,TOYOTA
TOYOTA 4Runner,3.4,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFR,SUV,1,15,18,16,4,no,TOYOTA
TOYOTA 4Runner,2.7,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTYXT02.7XBP,SUV,0,16,21,18,5,no,TOYOTA
TOYOTA 4Runner,2.7,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXT02.7XBP,SUV,0,17,22,19,5,no,TOYOTA
TOYOTA 4Runner,2.7,4,Man-5,4WD,Gasoline,FA,T1,TIER 1,YTYXT02.7XBP,SUV,0,15,19,17,4,no,TOYOTA
TOYOTA 4Runner,2.7,4,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT02.7XBP,SUV,0,17,20,18,5,no,TOYOTA
TOYOTA 4Runner,3.4,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXT03.4XBP,SUV,0,16,19,17,4,no,TOYOTA
TOYOTA 4Runner,3.4,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YTYXT03.4XBP,SUV,0,15,18,16,4,no,TOYOTA
TOYOTA 4Runner,3.4,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT03.4XBP,SUV,0,15,18,16,4,no,TOYOTA
TOYOTA Avalon,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXV03.0FFC,large car,2,19,27,22,6,no,TOYOTA
TOYOTA Camry,2.2,4,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YTYXV02.2JJB,midsize car,3,20,28,23,7,no,TOYOTA
TOYOTA Camry,2.2,4,Man-5,2WD,Gasoline,CL,ULEV,ULEV,YTYXV02.2JJB,midsize car,3,21,29,24,7,no,TOYOTA
TOYOTA Camry,3,6,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YTYXV03.0FXB,midsize car,2,17,25,20,6,no,TOYOTA
TOYOTA Camry,2.2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXV02.2XBA,midsize car,0,20,28,23,7,no,TOYOTA
TOYOTA Camry,2.2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTYXV02.2XBA,midsize car,0,21,29,24,7,no,TOYOTA
TOYOTA Camry,3,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YTYXV03.0BBA,midsize car,0,17,25,20,6,no,TOYOTA
TOYOTA Camry,3,6,Man-5,2WD,Gasoline,CL,T1,TIER 1,YTYXV03.0BBA,midsize car,0,18,26,21,6,no,TOYOTA
TOYOTA Celica,1.8,4,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YTYXV01.8DDC,small car,1,20,27,23,7,no,TOYOTA
TOYOTA Celica,1.8,4,Man-6,2WD,Gasoline,CL,TLEV,TLEV,YTYXV01.8DDC,small car,1,20,29,23,7,no,TOYOTA
TOYOTA Celica,1.8,4,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YTYXV01.8DDB,small car,1,23,31,26,8,no,TOYOTA
TOYOTA Celica,1.8,4,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YTYXV01.8DDB,small car,1,24,31,27,8,no,TOYOTA
TOYOTA Corolla,1.8,4,Auto-L3,2WD,Gasoline,CL,LEV,LEV,YTYXV01.8FFA,small car,2,24,29,26,8,no,TOYOTA
TOYOTA Corolla,1.8,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXV01.8FFA,small car,2,25,34,28,8,no,TOYOTA
TOYOTA Corolla,1.8,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YTYXV01.8FFA,small car,2,27,34,30,8,no,TOYOTA
TOYOTA Echo,1.5,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXV01.5FFA,small car,2,26,34,30,8,no,TOYOTA
TOYOTA Echo,1.5,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YTYXV01.5FFA,small car,2,29,37,32,9,no,TOYOTA
TOYOTA Land Cruiser,4.7,6,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YTYXT04.7GBX,SUV,0,12,15,13,1,no,TOYOTA
TOYOTA Land Cruiser,4.7,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT04.7GBX,SUV,0,12,15,13,1,no,TOYOTA
TOYOTA MR2,1.8,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YTYXV01.8FFD,small car,2,22,27,24,7,no,TOYOTA
TOYOTA RAV4,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXT02.0FFJ,SUV,2,21,26,23,7,no,TOYOTA
TOYOTA RAV4,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YTYXT02.0FFJ,SUV,2,21,27,23,7,no,TOYOTA
TOYOTA RAV4,2,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YTYXT02.0FFJ,SUV,2,19,23,21,6,no,TOYOTA
TOYOTA RAV4,2,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YTYXT02.0FFJ,SUV,2,19,24,21,6,no,TOYOTA
TOYOTA RAV4,2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXT02.0XBH,SUV,0,21,26,23,7,no,TOYOTA
TOYOTA RAV4,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTYXT02.0XBH,SUV,0,21,27,23,7,no,TOYOTA
TOYOTA RAV4,2,4,Man-5,4WD,Gasoline,FA,T1,TIER 1,YTYXT02.0XBH,SUV,0,19,23,21,6,no,TOYOTA
TOYOTA RAV4,2,4,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT02.0XBH,SUV,0,19,24,21,6,no,TOYOTA
TOYOTA Sienna,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXT03.0FFS,minivan,1,16,22,19,5,no,TOYOTA
TOYOTA Sienna,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXT03.0XBP,minivan,0,16,22,19,5,no,TOYOTA
TOYOTA Solara,2.2,4,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YTYXV02.2JJB,small car,3,20,28,23,7,no,TOYOTA
TOYOTA Solara,2.2,4,Man-5,2WD,Gasoline,CL,ULEV,ULEV,YTYXV02.2JJB,small car,3,21,29,24,7,no,TOYOTA
TOYOTA Solara,3,6,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YTYXV03.0FXB,small car,2,17,25,20,6,no,TOYOTA
TOYOTA Solara,2.2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXV02.2XBA,small car,0,20,28,23,7,no,TOYOTA
TOYOTA Solara,2.2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTYXV02.2XBA,small car,0,21,29,24,7,no,TOYOTA
TOYOTA Solara,3,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YTYXV03.0BBA,small car,0,17,25,20,6,no,TOYOTA
TOYOTA Solara,3,6,Man-5,2WD,Gasoline,CL,T1,TIER 1,YTYXV03.0BBA,small car,0,18,26,21,6,no,TOYOTA
TOYOTA Solara Convertible,2.2,4,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YTYXV02.2JJB,small car,3,20,28,23,7,no,TOYOTA
TOYOTA Solara Convertible,3,6,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YTYXV03.0FXB,small car,2,17,24,19,5,no,TOYOTA
TOYOTA Solara Convertible,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXV03.0BBA,small car,0,17,24,19,5,no,TOYOTA
TOYOTA Tacoma,2.4,4,Auto-4,2WD,Gasoline,CL,LEV,LEV,YTYXT02.4FFJ,pickup,2,19,22,20,6,no,TOYOTA
TOYOTA Tacoma,2.4,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YTYXT02.4FFJ,pickup,2,19,24,21,6,no,TOYOTA
TOYOTA Tacoma,2.7,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXT02.7FFJ,pickup,2,17,20,18,5,no,TOYOTA
TOYOTA Tacoma,2.7,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YTYXT02.7FFJ,pickup,2,15,19,17,4,no,TOYOTA
TOYOTA Tacoma,2.7,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YTYXT02.7FFJ,pickup,2,17,20,18,5,no,TOYOTA
TOYOTA Tacoma,3.4,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFH,pickup,2,16,20,17,4,no,TOYOTA
TOYOTA Tacoma,3.4,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFH,pickup,2,17,22,19,5,no,TOYOTA
TOYOTA Tacoma,2.7,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YTYXT02.7FFR,pickup,1,17,20,18,5,no,TOYOTA
TOYOTA Tacoma,3.4,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFR,pickup,1,16,20,17,4,no,TOYOTA
TOYOTA Tacoma,3.4,6,Man-5,4WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFR,pickup,1,15,18,16,4,no,TOYOTA
TOYOTA Tacoma,3.4,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFR,pickup,1,15,18,16,4,no,TOYOTA
TOYOTA Tacoma,2.4,4,Auto-4,2WD,Gasoline,FA,T1,TIER 1,YTYXT02.4XBH,pickup,0,19,22,20,6,no,TOYOTA
TOYOTA Tacoma,2.4,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTYXT02.4XBH,pickup,0,19,24,21,6,no,TOYOTA
TOYOTA Tacoma,2.7,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXT02.7XBH,pickup,0,17,20,18,5,no,TOYOTA
TOYOTA Tacoma,2.7,4,Man-5,4WD,Gasoline,FA,T1,TIER 1,YTYXT02.7XBH,pickup,0,15,19,17,4,no,TOYOTA
TOYOTA Tacoma,2.7,4,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT02.7XBH,pickup,0,17,20,18,5,no,TOYOTA
TOYOTA Tacoma,2.7,4,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT02.7XBP,pickup,0,17,20,18,5,no,TOYOTA
TOYOTA Tacoma,3.4,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXT03.4XBP,pickup,0,16,20,17,4,no,TOYOTA
TOYOTA Tacoma,3.4,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YTYXT03.4XBP,pickup,0,15,18,16,4,no,TOYOTA
TOYOTA Tacoma,3.4,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT03.4XBP,pickup,0,15,18,16,4,no,TOYOTA
TOYOTA Tundra,3.4,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFR,pickup,1,15,18,16,4,no,TOYOTA
TOYOTA Tundra,3.4,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFR,pickup,1,15,18,16,4,no,TOYOTA
TOYOTA Tundra,3.4,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFR,pickup,1,14,16,15,3,no,TOYOTA
TOYOTA Tundra,3.4,6,Man-5,4WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFR,pickup,1,14,16,15,3,no,TOYOTA
TOYOTA Tundra,4.7,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YTYXT04.7GXW,pickup,1,14,17,15,3,no,TOYOTA
TOYOTA Tundra,4.7,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YTYXT04.7GXW,pickup,1,13,16,14,2,no,TOYOTA
TOYOTA Tundra,3.4,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXT03.4XBP,pickup,0,15,18,16,4,no,TOYOTA
TOYOTA Tundra,3.4,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTYXT03.4XBP,pickup,0,15,18,16,4,no,TOYOTA
TOYOTA Tundra,3.4,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT03.4XBP,pickup,0,14,16,15,3,no,TOYOTA
TOYOTA Tundra,3.4,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YTYXT03.4XBP,pickup,0,14,16,15,3,no,TOYOTA
TOYOTA Tundra,4.7,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXT04.7GXW,pickup,0,14,17,15,3,no,TOYOTA
TOYOTA Tundra,4.7,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXT04.7XBV,pickup,0,14,17,15,3,no,TOYOTA
TOYOTA Tundra,4.7,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT04.7GXW,pickup,0,13,16,14,2,no,TOYOTA
TOYOTA Tundra,4.7,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT04.7XBV,pickup,0,13,16,14,2,no,TOYOTA
VOLKSWAGEN Cabrio,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,19,26,22,6,no,VOLKSWAGEN
VOLKSWAGEN Cabrio,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,21,28,24,7,no,VOLKSWAGEN
VOLKSWAGEN Eurovan,2.8,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YVWXT02.8225,minivan,0,13,18,15,3,no,VOLKSWAGEN
VOLKSWAGEN Eurovan Camper,2.8,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YVWXT02.8225,special purpose,0,13,17,14,2,no,VOLKSWAGEN
VOLKSWAGEN GTI,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,19,26,22,6,no,VOLKSWAGEN
VOLKSWAGEN GTI,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,21,28,24,7,no,VOLKSWAGEN
VOLKSWAGEN GTI,2.8,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YVWXV02.8224,small car,2,18,26,21,6,no,VOLKSWAGEN
VOLKSWAGEN GTI,1.8,4,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YADXV01.8336,small car,1,19,26,22,6,no,VOLKSWAGEN
VOLKSWAGEN GTI,1.8,4,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YADXV01.8336,small car,1,21,28,24,7,no,VOLKSWAGEN
VOLKSWAGEN GTI,2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YVWXV02.0222,small car,0,19,26,22,6,no,VOLKSWAGEN
VOLKSWAGEN GTI,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YVWXV02.0222,small car,0,21,28,24,7,no,VOLKSWAGEN
VOLKSWAGEN Golf,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,19,26,22,6,no,VOLKSWAGEN
VOLKSWAGEN Golf,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,21,28,24,7,no,VOLKSWAGEN
VOLKSWAGEN Golf,1.8,4,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YADXV01.8336,small car,1,19,26,22,6,no,VOLKSWAGEN
VOLKSWAGEN Golf,1.8,4,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YADXV01.8336,small car,1,21,28,24,7,no,VOLKSWAGEN
VOLKSWAGEN Golf,2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YVWXV02.0222,small car,0,19,26,22,6,no,VOLKSWAGEN
VOLKSWAGEN Golf,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YVWXV02.0222,small car,0,21,28,24,7,no,VOLKSWAGEN
VOLKSWAGEN Jetta,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,19,26,22,6,no,VOLKSWAGEN
VOLKSWAGEN Jetta,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,21,28,24,7,no,VOLKSWAGEN
VOLKSWAGEN Jetta,2.8,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YVWXV02.8224,small car,2,17,24,19,5,no,VOLKSWAGEN
VOLKSWAGEN Jetta,2.8,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YVWXV02.8224,small car,2,17,26,20,6,no,VOLKSWAGEN
VOLKSWAGEN Jetta,1.8,4,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YADXV01.8336,small car,1,19,26,22,6,no,VOLKSWAGEN
